experiment	instrument	ms_ms_identified_percent	ms_ms	ms_ms_submitted	ms_ms_identified	peptide_sequences_identified	peaks_sequenced_percent	peaks_repeatedly_sequenced_percent	evidence__m_z	evidence__mass	evidence__score	evidence__uncalibrated_calibrated_m_z_ppm	evidence__mass_error_ppm	evidence__uncalibrated_mass_error_ppm	evidence__max_intensity_m_z_0	evidence__retention_length	evidence__number_of_data_points	evidence__number_of_scans	evidence__intensity	evidence__charge2_prop	evidence__ms_ms_count1_prop	ms_scan__cycle_time	ms_scan__ion_injection_time	ms_scan__total_ion_current	ms_scan__base_peak_intensity	ms_scan__peak_length	ms_scan__identified_multiplets_s	ms_scan__ms_ms_s	ms_scan__identified_ms_ms_s	ms_scan__ms_ms_identification_rate_percent	ms_scan__intens_comp_factor	ms_scan__ctcd_comp	ms_scan__raw_ov_ft_t	ms_scan__agc_fill	msms_scan__ion_injection_time	msms_scan__total_ion_current	msms_scan__collision_energy	msms_scan__base_peak_intensity	msms_scan__precursor_intensity	msms_scan__score	protein_counts	performance
QEP220209_05	qep	46	47882	51102	23337	17105	4.7	14	642.318645	1446.60854	70.028	3.6704	-0.0317835	3.62065	645.352072849194	0.67752	83	30	21.9904218597541	9.058960792994	9.3545676184092	1.2345	10	27.8211634208194	22.873443133491	13.56	2.4985	7.877	3.166	42.205	1.4207	0.954	21.1610492223308	0.980000019073486	65	18.5129873073571	28	15.0670981857484	19.3127483742056	33.9566890243108	2219	good
QEP220209_06	qep	45	47689	50821	23117	16543	4.7	14	646.350733	1463.773675	71.501	3.4043	-0.0323225	3.4022	649.873395199495	0.69052	85	30	22.0374645051296	9.01506462113467	9.3014211225838	1.2119	10	27.7817241425853	22.8890095901771	13.525	2.432	7.7985	3.137	41.51	1.42415	0.926	21.1708556959198	0.959999978542328	65	18.5492055849429	28	15.0923442226764	19.3243087085147	33.7966039594783	2173	good
QEP220304_01	qep	25	29277	33253	8408	4873	2.7	25	616.345786	1331.13812	57.59	2.6629	0.0101735	2.6945	617.34218172806	0.877795	209	81	20.0085380391559	7.90213708189048	7.54036483502419	0.49667	10	24.7066718004477	19.6642198313552	7.153	0.7299	4.574	1.239	26.735	0.8324	2.602	19.1482035862432	0.310000002384186	65	15.9931595371661	28	13.1284777168733	17.0510509143288	15.1546951987811	767	bad
QEP220304_02	qep	32	41920	46606	15043	9034	4.1	22	625.84823	1364.578495	63.431	3.5322	-0.014883	3.5011	628.845748094886	0.88954	127	48	20.8498784686801	8.54777269718472	8.29244640867253	0.67703	10	25.9729867954118	20.9702154505461	9.918	1.282	6.247	1.775	30.92	1.0397	1.574	20.1003163644152	0.409999996423721	65	16.9771792844868	28	13.8728191417604	17.9427295263543	18.7306871668459	1354	bad
QEP220304_03	qep	33	42238	46955	15293	9223	4.1	22	623.280051	1354.65912	63.537	3.6043	-0.00345175	3.5335	625.286040933159	0.89211	124	46	20.878449115741	8.58274201719029	8.30383454297426	0.67841	10	25.9746724299596	21.0173331231025	9.92	1.342	6.214	1.841	31.53	1.04	1.587	20.1013267214522	0.409999996423721	65	17.0680224785928	28	13.9396710326149	18.0055781224998	19.2428363942539	1408	bad
QEP220304_04	qep	37	43266	48198	17605	10097	3.9	24	631.344663	1384.77482	66.92	4.42155	-0.027725	4.3304	636.305863538285	0.9543	126	47	21.2111586786304	8.66853217476545	8.32688422421059	0.68161	10	26.4851441091305	21.5906254236192	10.68	1.309	6.425	2.081	34.12	1.1315	1.586	20.4283806207724	0.569999992847443	65	17.6293423888794	28	14.3638267596428	18.4432550710429	22.7807649414092	1502	bad
QEP220304_05	qep	37	44060	48891	18059	10660	3.9	24	633.858264	1386.81225	68.361	4.59685	-0.00960205	4.5324	637.627316745577	0.93677	124	46	21.3513770972557	8.72292406434765	8.41800680025518	0.766695	10	26.6711466813722	22.031604290486	11.56	1.357	6.659	2.18	34.9	1.1808	1.452	20.57773343892	0.620000004768372	65	17.8086688575675	28	14.5182843004943	18.6093681400455	23.5226956712545	1617	bad
QEP220304_06	qep	36	43771	48750	17689	10138	3.9	24	634.864077	1386.72172	68.422	4.5069	-0.0092851	4.45945	637.824237513599	0.94687	126	47	21.3247375861371	8.67970822619938	8.3280925009427	0.74621	10	26.6426504316309	21.9704612278203	11.12	1.319	6.6	2.088	34	1.176	1.511	20.5639470769705	0.600000023841858	65	17.7572728012607	28	14.4795908220958	18.5411240362798	23.0918183616801	1544	bad
QEP220304_07	qep	32	40951	45657	14502	8605	3.9	23	626.8148955	1367.65361	63.408	3.2395	-0.00479055	3.18975	628.501060852163	0.894	132	50	20.7662797284347	8.49433107262363	8.20013082896245	0.67554	10	25.7978954841174	20.7904645949041	9.272	1.0865	5.835	1.722	30.775	1.0077	1.738	19.9659188968084	0.400000005960464	65	16.8875062316717	28	13.7915699121269	17.841102740311	18.6649366951862	1281	bad
QEP220314_01	qep	44	45663	49624	21818	14525	4.3	19	633.858264	1395.21235	73.91	5.0753	-0.0097331	5.0255	636.377680650953	0.78054	103	38	22.3266313688418	9.03810767545007	8.96644752458076	0.75966	7.4	28.2158605957185	23.3953217939116	11.57	2.201	6.804	2.866	43.57	1.4274	0.849	21.1798635435457	1	65	19.0574841187989	28	15.5483101810381	19.6489838169611	34.1725423073118	2105	warning
QEP220314_02	qep	44	45846	49836	22031	14877	4.4	18	631.820398	1391.69326	72.99	5.2109	-0.026069	5.1621	635.643310559537	0.7583	99	36	22.3574306552678	9.06438011134598	9.03763136283267	0.77591	8.4	28.005763563367	23.340823716009	11.73	2.223	6.913	2.975	42.99	1.428	0.89	21.1816565629867	1	65	19.053976242214	28	15.5610790683594	19.6555628752961	33.7383272116569	2132	warning
QEP220314_03	qep	43	45807	49737	21610	14648	4.4	17	634.79618	1397.72671	73.62	5.35455	-0.030175	5.2951	636.983624217626	0.74568	98	36	22.3382820946403	9.04421711960435	9.03282607019166	0.77591	9	27.9310049064763	23.2913708298727	11.81	2.176	6.979	2.899	41.53	1.4313	0.9	21.1905579439432	1	65	19.0028919115938	28	15.523684462323	19.6069080320415	33.4385413598102	2126	warning
QEP220314_04	qep	43	44728	48664	20843	14482	4.3	19	625.292096	1372.69082	72.138	5.0064	-0.020066	4.9317	627.778842352473	0.7662	101	37	22.2116934612999	9.05252528758512	9.00176340158805	0.717545	10	27.7025297242383	23.1089761470977	11.38	2.072	6.623	2.71	41.98	1.3969	1.057	21.0952887125425	0.990000009536743	65	18.8763070900452	28	15.4317261086376	19.5052025490922	32.4830246020622	2088	warning
QEP220314_05	qep	42	44933	48717	20547	14067	4.5	18	627.800423	1378.665	72.2	4.8924	-0.015178	4.8332	629.363588068585	0.75492	97	36	22.1890167549174	9.03725422456002	8.97916301016716	0.75268	10	27.4584182180782	22.8721018174734	11.64	1.9245	6.771	2.6075	39.38	1.3532	1.061	21.0045769545741	0.850000023841858	65	18.7638996207196	28	15.3383533769737	19.4261092419757	31.9344044837477	2050	warning
QEP220314_06	qep	42	44661	48380	20241	14096	4.5	18	623.934666	1366.70272	71.379	4.91745	-0.022111	4.8547	626.977460810748	0.7506	96	35	22.0862813772853	9.04761370842279	9.00279390562362	0.7552	10	27.20219083856	22.6593692387601	11.805	1.8345	6.6985	2.456	37.4	1.3034	1.104	20.893720712342	0.769999980926514	65	18.6245313220971	28	15.2150020533773	19.3151814939784	30.444563743484	2080	warning
QEP220322_01	qep	40	42917	46333	18525	12764	4.4	18	620.31464	1356.72489	68.536	3.4378	-0.028381	3.3501	623.295732288321	0.76895	97	35	21.7892310008511	8.96575309139673	8.92054561962197	0.66914	10	26.2674140870811	21.6305870544207	10.79	1.196	6.1675	1.6495	31.15	1.08755	1.944	20.2803613953132	0.689999997615814	65	18.1737259279243	28	14.8266974362757	18.9800333844575	27.4093356744771	1898	warning
QEP220322_02	qep	40	42367	46011	18634	12438	4.1	17	616.818975	1348.693065	69.125	4.0921	-0.0081118	4.0122	619.846059824812	0.80427	99	37	21.8915612310329	8.93724615511235	8.91445790756487	0.59761	10	25.8950889327837	21.2607495851712	9.363	1	5.785	1.531	28.71	1.0153	2.245	19.9989989889498	0.620000004768372	65	18.3258412358355	28	14.935211100166	19.0560435297337	28.0961595479849	1854	warning
QEP220322_03	qep	37	41167	44695	16751	11197	4.2	17	615.912348	1337.608345	66.27	3.98295	-0.014311	3.9285	618.297121572371	0.80747	100	38	21.5404723839396	8.84950515854054	8.79889232433971	0.59074	10	25.3011222908758	20.7565806245062	8.6015	0.82725	5.392	1.2375	26.94	0.9043	2.544	19.5370914306633	0.540000021457672	65	17.7766129468475	28	14.5192676699055	18.5954524757782	24.8379717110595	1664	bad
QEP220324_01	qep	25	36830	39752	10120	7005	4.4	19	611.800354	1321.14859	58.37	0.52847	0.0089873	0.53616	615.829105852349	0.78751	134	48	20.7962202640357	8.30093934835041	8.28324844538721	0.49942	10	24.9049491325639	20.000101808497	8.322	0.86305	5.3	1.188	21.22	0.85945	2.412	19.3070150855878	0.360000014305115	65	15.9536394673124	28	13.11331892932	17.4478886171289	14.2575637882991	1062	bad
QEP220324_02	qep	29	39983	43333	12570	8593	4.6	18	613.8244205	1325.688405	60.972	0.60242	-0.0070912	0.55578	615.489701849789	0.789235	114	41	21.0751905511324	8.52442863884691	8.47154865774003	0.5864	10	25.049282050581	20.427417128523	8.5015	0.81595	5.6795	1.146	21.38	0.8811	2.716	19.4225422924805	0.439999997615814	65	16.4424575926947	28	13.4959799085181	17.8095619321268	16.5325393107878	1302	bad
QEP220324_03	qep	29	40409	43851	12894	8800	4.6	18	615.805488	1323.723635	62.953	0.65745	-0.00511195	0.616955	617.808706115991	0.793605	111	40	21.1641985906346	8.56780815411288	8.5137388297383	0.5864	10	25.0988862826789	20.5907167673944	8.495	0.8333	5.5575	1.156	22.41	0.88825	2.639	19.4589582413809	0.469999998807907	65	16.5585701890131	28	13.58519729526	17.8919781991612	17.0255905426181	1337	bad
QEP220325_01	qep	39	47859	51939	20274	13296	4.8	17	649.33535	1426.6576	65.574	0.98449	0.0296375	0.987825	653.817593628542	0.77485	95	35	21.8116858450188	8.91565507632383	8.96635877127376	1.22075	10	27.1360419004244	22.2301682375568	14.07	2.024	7.861	2.874	41.19	1.2246	1.682	20.6986117555635	0.939999997615814	65	17.5089708092273	28	14.319672120947	18.790145722046	23.3195462709757	1787	bad
QEP220325_02	qep	41	48143	52082	21191	14117	4.9	17	653.3385985	1436.72596	67.385	1.2374	0.0030215	1.2192	657.274346039539	0.74485	90	33	21.9519818718684	8.98134572525263	9.05313449976659	1.2421	8.8	27.3546002783606	22.4563719589418	14.495	2.1435	7.896	2.931	40.625	1.2437	1.671	20.7484068530151	1	65	17.8230810811328	28	14.5614669580954	19.0174908074711	25.3857932251584	1882	warning
QEP220325_03	qep	43	48366	52221	22639	15269	4.8	16	652.8495355	1433.693605	67.897	1.2592	-0.00699645	1.25615	656.00877054118	0.722425	87	32	22.0771319062317	9.08224169595286	9.1684429732177	1.29835	7.8	27.575136191233	22.7478610689074	14.05	2.256	7.976	3.119	42.75	1.2668	1.686	20.8064564801664	1	65	18.1248230569718	28	14.7881065450641	19.2394078398096	28.2086183250573	2037	warning
QEP220328_01	qep	14	20510	21606	3129	2428	3.1	17	609.305444	1308.65288	54.157	-0.26722	-0.0196665	-0.287165	609.798246260875	0.73826	228	75	20.692385303321	7.20843080399056	7.32552663799138	0.36964	10	23.4260481828733	18.9600669938258	6.202	0.26015	2.8325	0.31985	12.89	0.7107	1.797	18.0786290444219	0.100000001490116	65	14.7575983558239	28	12.1132049607912	16.790555816603	8.220283313122	451	bad
QEP220328_02	qep	19	30833	32581	6297	4759	4.3	15	589.31422	1275.67107	55.864	0.13671	-0.0073253	0.123325	592.474416298995	0.71496	146	50	20.9101303169422	7.91783430825061	8.04869178161236	0.4882	10	23.9417217915388	19.8102076015172	7.175	0.4032	3.746	0.4977	14.79	0.7535	1.527	18.5495056842435	0.119999997317791	65	15.2536997813742	28	12.5893468471386	17.1175219894935	11.0690697093858	796	bad
QEP220328_03	qep	19	30827	32529	6180	4756	4.4	16	589.775459	1274.63541	57.281	0.35412	0.012987	0.34656	593.309254110191	0.72418	147	50	20.9030845336239	7.93413747691689	8.03068550618374	0.48798	10	23.8590383880984	19.3753343318272	6.718	0.3838	3.492	0.47475	14.59	0.7457	1.534	18.4745187481654	0.129999995231628	65	15.2467405984931	28	12.5719422098977	17.1300217827328	11.0690697093858	790	bad
QEP220330_01	qep	41	44754	48715	19891	14500	5.1	15	632.2952185	1358.22179	69.998	0.73	-0.0044659	0.73397	634.527946791981	0.665115	82	30	22.189514523307	9.14573384694349	9.16077528159019	0.75345	8.5	27.0176517043207	22.296449117171	11.65	1.445	6.675	2.031	34.74	1.1696	2.038	20.5451061627389	1	65	18.2329689150768	28	14.8839319577498	19.3268735347748	28.8131947312856	2041	warning
QEP220330_02	qep	47	48777	52459	24790	18463	5	14	650.341832	1407.659	77.674	0.81823	-0.0182235	0.80145	653.140587728505	0.63339	76	28	23.1212429062053	9.37630733710888	9.4650400840998	1.2087	3	28.8768514302743	24.0580457179734	13.41	2.7695	8.0595	3.448	46.97	1.2954	1.479	20.8749822091777	1	65	19.5345574657514	28	15.9404283107023	20.4783093386323	40.0661077152988	2492	good
QEP220330_03	qep	47	48750	52313	24384	18093	5	14	651.306403	1410.65145	78.334	0.64188	-0.017559	0.62702	654.310462247655	0.6431	77	28	23.1413806145347	9.35022449427948	9.43982205784226	1.2526	3	28.8968333902625	24.0632403593283	13.43	2.647	8.097	3.364	45.97	1.3022	1.463	20.8908487926129	1	65	19.5287802985518	28	15.9204110112493	20.483936048654	39.3045410451944	2461	good
QEP220406_01	qep	44	51401	58111	25659	19247	5.2	11	655.8624	1430.70014	79.451	2.88565	-0.0236755	2.8784	658.871829543855	0.58878	72	26	23.5362329796135	9.39141218278887	9.56143608550096	1.3342	1.8	29.7563045928169	25.024748410518	14.22	3.0455	8.266	3.881	47.37	1.31085	1.414	20.9108036266182	1	65	19.9051284174966	28	16.1675357520468	21.0373049701272	41.0290567859043	2575	warning
QEP220406_02	qep	44	51411	57846	25443	19411	5.2	11	653.827889	1428.71098	79.146	2.7991	-0.03047	2.7797	655.345652365381	0.57711	71	26	23.5349278612071	9.40082229605242	9.59491387435136	1.3321	1.8	29.7177565018487	24.9882387955086	14.32	3.107	8.294	3.778	45.93	1.3075	1.424	20.903155750633	1	65	19.9287381122891	28	16.180142265412	21.0531221443805	40.4964424409568	2579	warning
QEP220406_03	qep	44	51432	57715	25351	19057	5.2	12	649.797811	1431.730175	78.655	2.6065	-0.022784	2.5717	651.37531719365	0.5987	74	27	23.6488885581397	9.33151271605597	9.53461354135273	1.3163	1.6	29.8326767668916	25.1700688116365	13.985	3.0965	8.2905	3.68	45.995	1.3057	1.396	20.8990228638936	1	65	20.0172651500034	28	16.2554988887958	21.1201345493084	40.1030988772212	2572	warning
QEP220413_01	qep	38	49347	55125	21145	14256	4.7	17	644.963607	1391.81365	72.234	2.923	-0.0051321	2.89015	646.840035779813	0.72806	90	33	22.7383978379828	9.10973815020046	9.01250960145971	1.1673	3.4	28.6269708786768	23.7570489398761	12.92	2.324	7.698	2.983	43.35	1.2976	1.515	20.880138619061	1	65	18.6473038276418	28	15.1746136472359	19.9129548184534	26.6729073538995	2131	bad
QEP220413_02	qep	39	49497	55195	21774	15005	4.7	16	641.841133	1387.64018	71.349	2.72845	-0.00485955	2.71875	644.315528901086	0.70247	86	32	22.7965569464125	9.15862726594545	9.11720907116582	1.1787	3.3	28.6806334727857	23.8913849153068	13.13	2.334	7.84	2.9455	42.815	1.3073	1.489	20.9025714907113	1	65	18.784462319094	28	15.2726297849764	20.0240512230259	27.3166592096155	2215	bad
QEP220413_03	qep	39	49555	55243	21366	15000	4.8	15	643.334678	1385.651925	72.089	2.901	-0.0196675	2.89385	646.323012998399	0.695845	85	31	22.86177601207	9.17489029699758	9.13566053321489	1.173	3.2	28.6720914261019	23.8886473762821	12.99	2.401	7.7885	2.991	42.23	1.30345	1.462	20.893761378969	1	65	18.8296608048832	28	15.3059548508279	20.0725151981035	27.1300745838117	2230	bad
QEP220504_01	qep	8.5	5094	6129	521	426	0.86	21	582.536055	1197.05934	48.5325	0.1556	0.029463	-0.030144	582.282538425025	0.73532	276	110	19.9053047321978	5.41451722874245	5.51816736447162	0.36713	10	23.3043814042366	20.3861129862031	4.903	0.04762	0.6984	0.06349	10.26	0.7043	8.066	17.9924670639302	0.430000007152557	65	14.7085989535188	28	12.0577379430045	16.6908626971891	5.38431288363939	102	bad
QEP220504_02	qep	42	49640	53923	22538	15813	5.1	15	649.568777	1421.70516	71.342	1.7057	-0.0066642	1.7027	653.308222557286	0.68852	80	30	22.7676340773359	9.11667164783796	9.181663360798	1.3561	3.7	28.4948219604914	23.7755524133725	14.72	2.501	8.266	3.2215	42.91	1.2573	1.558	20.7827859811359	1	65	18.7315842045207	28	15.1745746380821	20.0305052437576	28.528626334435	2210	warning
QEP220504_03	qep	42	49777	54185	22984	15795	5	15	650.31178	1425.74837	72.643	1.5376	-0.013408	1.5336	654.310986499025	0.6913	81	30	22.9182343430211	9.1168833981577	9.16441674748801	1.3456	3.4	28.5714880489055	23.8860440839904	14.93	2.486	8.24	3.378	42.12	1.2698	1.552	20.8137608405575	1	65	18.9349117452328	28	15.325446006996	20.1555977268423	29.8095033276675	2220	warning
QEP220504_04	qep	44	49110	53848	23508	15647	5	17	658.974172	1455.82969	70.332	1.38455	-0.023947	1.34975	664.826580678744	0.72264	87	32	22.498286317776	9.06433325252706	9.09471610553381	1.2523	3.4	28.3558397987941	23.6599244846322	13.91	2.526	7.9885	3.511	46.78	1.1927	1.871	20.611624704724	1	65	18.6345274720078	28	15.0995943757681	19.8441447623082	30.3921900802239	2094	warning
QEP220504_05	qep	44	49659	53919	23789	16739	5.2	15	656.848427	1447.27182	70.977	1.6487	-0.0130235	1.6148	660.816048451195	0.665005	78	29	22.6166901702008	9.13995674004649	9.26816709405534	1.3616	3.5	28.4259441754226	23.6920024439943	14.67	2.733	8.19	3.497	46.1	1.223	1.772	20.6944457164718	1	65	18.7308880145435	28	15.1741064459453	19.9480272245964	31.4911523829322	2265	warning
QEP220504_06	qep	44	49705	53967	23943	16874	5.1	15	654.348743	1437.711985	71.425	1.59425	-0.0163755	1.57495	658.83840957969	0.67015	78	29	22.6835784858236	9.17163923980162	9.26953222890238	1.3502	3.3	28.5231469997539	23.7309663172924	14.545	2.686	8.252	3.5045	46.07	1.23175	1.698	20.7174100948116	1	65	18.8372275395962	28	15.2585292299756	20.0276564854961	31.989043587952	2247	warning
QEP220531_01	qep	42	49183	54049	22585	16809	4.5	13	643.359159	1412.71472	76.134	1.63345	-0.0092966	1.63845	646.673641123256	0.62486	78	28	23.0508915079283	9.22967353939771	9.39930388701672	1.0648	5.1	28.7003317380711	23.9011791131595	12.115	2.575	7.863	3.1785	45.02	1.4256	0.9065	21.1747587022874	1	65	19.2592559335002	28	15.638351060391	20.1604574308003	31.8190032250027	2439	warning
QEP220531_02	qep	41	49175	53953	22388	16622	4.6	13	644.340676	1414.72048	77.318	1.8914	-0.018877	1.879	647.333322640626	0.61633	77	28	23.1162773233936	9.2185999786679	9.39380671403715	1.0666	5.7	28.5634004199343	23.8277435246804	12.17	2.492	7.928	3.173	43.12	1.4209	0.917	21.1617257674787	1	65	19.2792342256251	28	15.6727568055091	20.18555874291	31.3475364895149	2430	warning
QEP220531_03	qep	42	49338	54215	22532	16883	4.6	12	641.29514	1411.68443	77.662	1.9542	-0.015638	1.9738	645.307712377063	0.61008	76	27	23.2176956527947	9.23127969825594	9.42349490618723	1.0651	5.5	28.5744506111344	23.8619274454366	12.03	2.513	7.931	3.231	42.66	1.4184	0.896	21.1545678254312	1	65	19.3551037132739	28	15.7447944276182	20.2641050158803	31.8755611502129	2444	warning
QEP220607_01	qep	51	48654	51786	26290	21215	5	8.6	643.67518	1420.68745	80.979	2.4979	-0.025865	2.4879	646.322244086775	0.5346	66	24	23.0784192653334	9.41545482794456	9.77379948185538	1.1413	3.7	29.0127590092645	24.2431805902195	12.59	3.097	7.86	3.4815	46.975	1.4385	0.91	21.2103549347356	1	65	19.7324374151708	28	16.0846319421162	20.5583859065068	47.8937677403644	2777	good
QEP220607_02	qep	49	48478	51815	25463	20845	5.1	8	639.3216705	1414.700475	81.338	2.2915	-0.00456145	2.3287	641.336709020702	0.526865	65	23	23.1388211151572	9.40701531950035	9.78013558777175	1.1347	3.8	28.9624839425426	24.2624854314095	12.41	3.0635	7.952	3.4825	44.69	1.4359	0.936	21.2032663827789	1	65	19.7993227330897	28	16.1445985010207	20.5720137757944	46.6877780481906	2772	good
QEP220607_03	qep	49	48418	51923	25681	20834	5.1	8	637.311068	1410.83405	80.69	2.7482	-0.023185	2.7456	640.806802433043	0.525495	65	23	23.1146103761625	9.39648404226287	9.78309551585053	1.1144	4	28.9197277638314	24.1781280926476	12.1	3.0635	7.921	3.5195	47.015	1.43235	0.949	21.1934944047683	1	65	19.7551711941569	28	16.1003440864686	20.5347264102493	46.3510725114413	2789	good
QEP220622_01	qep	0.89	5879	8691	77	35	0.85	14	731.7872535	1812.83842	47.25	0	0.24675	0.24675	731.787310505846	0.765615	207.5	113	18.919865046339	2.02884052838605	2.87860691631658	0.36713	10	23.7065137238289	20.8911532757597	4.563	0	0.41325	0	0	0.7327	5.561	18.3394635957257	0.419999986886978	65	15.8221724614762	28	13.7359790396134	16.8638458288442	0	10	bad
QEP220622_02	qep	0.83	5475	8082	67	26	0.83	14	655.306592	1664.393915	40.311	0	0.2565	0.2565	655.30665624169	0.859025	268	125	19.4755503053609	2.0188169198634	2.91139112512024	0.36713	10	23.7484754174082	20.9627520042116	4.654	0	0.3988	0	0	0.7361	5.294	18.3761516796791	0.400000005960464	65	15.8328900141647	28	13.7798219322021	16.8793846912903	0	6	bad
QEP220622_03	qep	0.43	5365	7976	34	17	0.81	13	653.6664555	1427.70449	43.255	0	0.5879	0.5879	653.833805183797	0.95121	314.5	147	19.4671679584868	1.80005827204275	2.42036812865043	0.36713	10	23.7594891886066	20.9868683600332	4.567	0	0.3844	0	0	0.737	5.263	18.3859331588926	0.400000005960464	65	15.8339524635702	28	13.8111739707213	16.8951044689179	0	3	bad
QEP220711_01	qep	45	34475	36759	16375	14188	4.1	6.4	646.27914	1419.75567	77.64	-1.7762	-0.00699615	-1.8078	650.367694523508	0.481895	56	20	23.021287025421	9.03736258880679	9.44747631622254	0.36942	10	23.4389826627617	19.2771352642523	5.753	0.007937	1.7195	0.03175	1.933	0.7113	2.409	18.0857634116011	0.230000004172325	65	18.6773824339234	28	15.2273903166642	20.0621812206313	32.3329601804008	2114	good
QEP220711_02	qep	46	34354	36356	16566	14269	4.2	6.3	646.6655915	1430.657205	79.469	-1.84245	0.00049186	-1.87085	650.329883419618	0.479405	56	19	23.1480777484231	9.03224085934834	9.46076282790038	0.369205	10	23.3371525612922	19.2481082468368	5.692	0.01587	1.64	0.01587	1.336	0.7055	1.689	18.0091446487726	0.159999996423721	65	18.9367529426056	28	15.395082218289	20.211181304552	34.5876026507606	2125	good
QEP220711_03	qep	46	34537	36604	16693	14383	4.2	6.2	646.295693	1429.72014	79.492	-2.071	0.015665	-2.0685	648.643717277327	0.47893	56	20	23.2513020994573	9.04203458027918	9.47192087391232	0.36923	10	23.3457040007422	19.2715154606614	5.74	0.0001539	1.617	0.00356	0.2744	0.7056	1.444	18.0100919703309	0.150000005960464	65	19.0586206923626	28	15.4880283957044	20.2945234267068	35.3289787506321	2145	good
QEP220712_01	qep	45	34475	36759	16375	14188	4.1	6.4	646.275489	1419.78341	77.64	-1.7796	-0.0087103	-1.8077	650.36700682369	0.48189	56	20	23.0214903818234	9.03725085821836	9.44739785271902	0.36942	10	23.4389826627617	19.2771352642523	5.753	0.007937	1.7195	0.03175	1.933	0.7113	2.409	18.0857634116011	0.230000004172325	65	18.6773824339234	28	15.2273903166642	20.0621812206313	32.3201571122065	2114	good
QEP220712_02	qep	46	34354	36356	16566	14269	4.2	6.3	646.6655915	1430.657205	79.469	-1.8438	-0.00099701	-1.87085	650.329882855267	0.479405	56	19	23.1480777484231	9.03224085934834	9.46076282790038	0.369205	10	23.3371525612922	19.2481082468368	5.692	0.01587	1.64	0.01587	1.336	0.7055	1.689	18.0091446487726	0.159999996423721	65	18.9367529426056	28	15.395082218289	20.211181304552	34.547533642544	2125	good
QEP220712_03	qep	46	34537	36604	16693	14383	4.2	6.2	646.295693	1429.72014	79.492	-2.071	0.015665	-2.0685	648.643717277327	0.47893	56	20	23.2513020994573	9.04203458027918	9.47192087391232	0.36923	10	23.3457040007422	19.2715154606614	5.74	0.0001539	1.617	0.00356	0.2744	0.7056	1.444	18.0100919703309	0.150000005960464	65	19.0586206923626	28	15.4880283957044	20.2945234267068	35.3289787506321	2145	good
QEP220714_01	qep	47	50027	53674	25465	20615	4.8	8.5	635.992476	1403.19598	83	-2.2992	-0.011166	-2.286	639.28607616979	0.530285	65	23	23.9132842333298	9.42099379162279	9.76625606653621	1.227	2.7	29.5288759227571	24.9466377916995	12.45	3.233	8.2245	3.668	48.8	1.4051	0.796	21.1163337421219	1	65	20.3409323485937	28	16.5620038636516	21.1735092500261	44.9452559285984	2793	good
QEP220714_02	qep	46	48838	52441	24135	19421	5	8.3	631.333168	1390.66893	83.948	-2.4499	-0.00282325	-2.4531	634.338274057918	0.521375	64	23	24.0241565876449	9.36558408218281	9.70615899943558	1.0395	4.6	28.810092774841	24.3887686941873	11.83	2.724	7.927	3.1875	43.395	1.33715	0.865	20.9696940792293	1	65	20.3381596582628	28	16.5613401595448	21.1301868510823	42.8642682737545	2672	good
QEP220714_03	qep	45	50063	53921	24473	19694	4.9	8.3	631.613704	1389.6347	83.862	-2.1925	-0.012348	-2.2126	633.823698666131	0.51743	63	23	23.9983466436632	9.38801141782572	9.72759384087213	1.2506	3.7	29.1803500378076	24.6329512787509	12.82	2.762	8.289	3.179	44.16	1.3594	0.828	21.0177622223364	1	65	20.2978208330237	28	16.5276602636079	21.0685126123906	42.0008667871562	2699	good
QEP220718_01	qep	40	49102	53917	21311	15723	4.2	16	588.304036	1281.75306	79.644	1.5171	-0.015139	1.5495	588.834536357154	0.711785	90	35	24.032546217049	9.14878727638605	9.1824394006738	0.92766	2.9	29.5595948194044	25.0332186454186	12.07	2.277	7.552	3.063	39.46	1.448	0.705	21.2360721932094	1	65	20.2968131689132	28	16.4122142219446	21.2609759394906	34.8241575439641	2290	warning
QEP220718_02	qep	39	49367	54282	21428	15463	4.3	16	590.4853135	1292.60834	81.548	1.82685	-0.00677325	1.84775	592.31813420051	0.7129	90	34	24.1670275830948	9.11305723426572	9.16667359426981	0.97252	2.6	29.6662188419695	25.1271719976409	12.29	2.204	7.722	3.0965	39.785	1.4471	0.721	21.2336858763059	1	65	20.43196273574	28	16.5173156827523	21.3520692963696	34.8923499098069	2256	bad
QEP220718_03	qep	41	49488	54355	22197	15838	4.3	16	592.83532	1294.61621	81.547	1.67115	-0.0108875	1.7054	594.341689120137	0.71047	90	34	24.226483338873	9.15252436402017	9.20079599905957	0.96451	2.5	29.7288734298478	25.2166008189471	12.04	2.306	7.694	3.206	40.42	1.4417	0.701	21.2190525667152	1	65	20.5823790668273	28	16.6423055867186	21.4600074892132	36.670917758048	2292	warning
QEP220810_01	qep	42	49061	53573	22615	17320	4.9	13	621.843676	1363.69878	73.067	-0.94243	-0.0097246	-0.95555	623.83711121884	0.62523	77	28	22.925967266494	9.22713386146073	9.4064765535553	1.0677	4.3	28.6434414643848	24.0805433303257	12.37	2.557	7.6055	3.099	42.64	1.40655	1.201	21.1205626194477	1	65	18.9605054204541	28	15.4456615333331	20.0973904877107	32.3874066435267	2436	warning
